disasterNumber,declarationDate,incidentType,declarationType,state,fyDeclared,incidentBeginDate,designatedArea_count,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incident_duration_days,is_ongoing,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,total_disaster_cost,total_obligated,federal_obligated,avg_project_cost,applicant_count,project_count,large_project_count,small_project_count,has_debris,has_emergency,has_roads,has_water,has_buildings,has_utilities,has_parks
1747,2008-03-07T00:00:00.000Z,Severe Storm,DR,IL,2008,2008-01-07T00:00:00.000Z,2,1,1,0,1,67.0,0,4800659.42,3951572.59,849086.83,0.0,0.0,0.0,493658.0,5294317.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1748,2008-03-12T00:00:00.000Z,Severe Ice Storm,DR,MO,2008,2008-02-10T00:00:00.000Z,18,0,0,1,1,4.0,0,0.0,0.0,0.0,10068998.77,4645909.03,5391099.99,0.0,10068998.77,10068998.77,10068998.77,60699.85542986425,82.0,221.0,39.0,182.0,True,True,True,False,True,True,True
1749,2008-03-19T00:00:00.000Z,Severe Storm,DR,MO,2008,2008-03-17T00:00:00.000Z,71,1,1,1,1,53.0,0,13924227.09,12299985.24,1624241.85,26045574.54,2638236.4,22891794.14,7387525.0,47357326.629999995,26045574.61,26045574.61,17321.093483709272,263.0,1995.0,54.0,1941.0,True,True,True,True,True,True,True
1750,2008-03-20T00:00:00.000Z,Severe Storm,DR,GA,2008,2008-03-14T00:00:00.000Z,7,1,1,1,1,2.0,0,1345162.7,1061095.33,284067.37,3505637.41,779414.42,2553779.99,932979.0,5783779.11,3505637.4099999997,3505637.4099999997,48334.981649484536,18.0,97.0,10.0,87.0,True,True,True,False,True,True,True
1751,2008-03-26T00:00:00.000Z,Severe Storm,DR,AR,2008,2008-03-18T00:00:00.000Z,59,1,1,1,1,41.0,0,11670465.18,10030933.28,1639531.9,39745530.51,3673107.95,35711732.95,7267526.0,58683521.69,39745530.71,39745530.71,12676.529834572044,214.0,4171.0,72.0,4099.0,True,True,True,True,True,True,True
1752,2008-05-05T00:00:00.000Z,Severe Storm,DR,OK,2008,2008-03-17T00:00:00.000Z,14,0,0,1,1,6.0,0,0.0,0.0,0.0,3020576.08,82107.37,2836362.71,1247.0,3021823.08,3020576.13,3020576.13,8971.147673378076,29.0,447.0,5.0,442.0,False,True,True,False,True,True,True
1753,2008-05-08T00:00:00.000Z,Severe Storm,DR,MS,2008,2008-03-20T00:00:00.000Z,4,1,1,0,1,60.0,0,1598081.52,1371741.06,226340.46,0.0,0.0,0.0,116373.0,1714454.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1754,2008-05-09T00:00:00.000Z,Flood,DR,OK,2008,2008-04-09T00:00:00.000Z,24,0,0,1,1,19.0,0,0.0,0.0,0.0,20695468.8,458980.05,19798316.75,75650.0,20771118.8,20585926.389999997,20585926.389999997,30463.8179800222,67.0,901.0,21.0,880.0,True,True,True,True,True,True,True
1755,2008-05-09T00:00:00.000Z,Flood,DR,ME,2008,2008-04-28T00:00:00.000Z,7,1,1,1,1,16.0,0,1261470.96,1093134.16,168336.8,2984256.53,538799.22,3315278.37,211419.0,4457146.49,2984256.55,2984256.55,8115.8710836501905,119.0,526.0,6.0,520.0,True,True,True,True,True,True,True
1756,2008-05-14T00:00:00.000Z,Severe Storm,DR,OK,2008,2008-05-10T00:00:00.000Z,4,1,1,1,1,3.0,0,1469127.78,778243.02,690884.76,2229174.06,1309273.28,785865.78,10909.0,3709210.84,2229174.12,2229174.12,57045.9684,14.0,50.0,12.0,38.0,True,True,True,False,True,True,False
1757,2008-05-19T00:00:00.000Z,Severe Storm,DR,KY,2008,2008-04-03T00:00:00.000Z,15,0,0,1,1,1.0,0,0.0,0.0,0.0,3499571.24,129307.62,3257223.37,488767.0,3988338.24,3499571.24,3499571.24,8848.921077504727,31.0,529.0,7.0,522.0,True,True,True,True,False,True,True
1758,2008-05-20T00:00:00.000Z,Severe Storm,DR,AR,2008,2008-05-02T00:00:00.000Z,12,1,1,1,1,10.0,0,2474245.11,2107834.16,366410.95,2676958.28,1231171.54,1431427.8,587931.0,5739134.39,2676958.28,2676958.28,41935.191529411764,25.0,85.0,12.0,73.0,True,True,True,False,True,True,True
1759,2008-05-22T00:00:00.000Z,Snowstorm,DR,SD,2008,2008-05-01T00:00:00.000Z,6,0,0,1,1,1.0,0,0.0,0.0,0.0,7826995.83,271120.6,7543693.27,811968.0,8638963.83,7826995.83,7826995.83,298055.24914285715,18.0,35.0,8.0,27.0,False,True,False,False,True,True,False
1760,2008-05-23T00:00:00.000Z,Severe Storm,DR,MO,2008,2008-05-10T00:00:00.000Z,3,1,1,0,1,1.0,0,1642832.66,1291904.6,350928.06,0.0,0.0,0.0,196919.0,1839751.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1761,2008-05-23T00:00:00.000Z,Severe Storm,DR,GA,2008,2008-05-11T00:00:00.000Z,14,1,1,1,1,1.0,0,2458564.0,1897324.21,561239.79,10732656.8,7148287.99,3334457.14,1775988.0,14967208.8,10732656.81,10732656.81,76488.73596774194,49.0,186.0,41.0,145.0,True,True,True,False,True,True,True
1762,2008-05-26T00:00:00.000Z,Severe Storm,DR,CO,2008,2008-05-22T00:00:00.000Z,2,1,1,0,1,0.0,0,419744.26,172931.52,246812.74,0.0,0.0,0.0,182642.0,602386.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1763,2008-05-27T00:00:00.000Z,Severe Storm,DR,IA,2008,2008-05-25T00:00:00.000Z,85,1,1,1,1,80.0,0,138694619.65,122368728.95,16325890.7,1155494246.42,250989227.19,873100944.31,274772523.0,1568961389.0700002,1155301209.48,1155301057.32,132037.11840585686,954.0,9698.0,1169.0,8529.0,True,True,True,True,True,True,True
1764,2008-05-28T00:00:00.000Z,Severe Storm,DR,MS,2008,2008-04-04T00:00:00.000Z,1,1,1,1,1,0.0,0,549480.66,447761.87,101718.79,4330036.43,4163010.38,85852.56,295657.0,5175174.09,4330036.43,4330036.43,285572.5957894737,6.0,19.0,8.0,11.0,True,True,True,False,True,True,True
1765,2008-05-30T00:00:00.000Z,Severe Storm,DR,NE,2008,2008-04-23T00:00:00.000Z,5,0,0,1,1,3.0,0,0.0,0.0,0.0,499319.42,49698.18,442427.68,0.0,499319.42,499319.42,499319.42,12756.948076923078,15.0,52.0,2.0,50.0,True,True,True,True,True,True,False
1766,2008-06-08T00:00:00.000Z,Severe Storm,DR,IN,2008,2008-05-30T00:00:00.000Z,50,1,1,1,1,28.0,0,56449366.63,47181025.55,9268341.08,100905332.7,22002694.42,75422616.55,18074955.0,175429654.33,100905332.77,100905332.77,58126.95791685095,308.0,2261.0,236.0,2025.0,True,True,True,True,True,True,True
1767,2008-06-13T00:00:00.000Z,Severe Storm,DR,MT,2008,2008-05-01T00:00:00.000Z,4,0,0,1,1,1.0,0,0.0,0.0,0.0,3346388.88,15741.08,3267072.98,493091.0,3839479.88,3346388.8800000004,3346388.8800000004,343963.5130769231,5.0,13.0,6.0,7.0,False,True,True,False,False,True,False
1768,2008-06-14T00:00:00.000Z,Severe Storm,DR,WI,2008,2008-06-05T00:00:00.000Z,31,1,1,1,1,50.0,0,56679489.87,50118678.0,6560811.87,48563081.65,13669669.95,34007466.0,18525751.0,123768322.52,48563081.65,48563081.65,20550.30372703412,738.0,3048.0,186.0,2862.0,True,True,True,True,True,True,True
1769,2008-06-19T00:00:00.000Z,Severe Storm,DR,WV,2008,2008-06-03T00:00:00.000Z,18,1,1,1,1,4.0,0,2619379.95,2404215.89,215164.06,3985862.62,417833.3,3523766.57,812801.0,7418043.57,3985862.62,3985862.62,16878.117420382165,42.0,314.0,22.0,292.0,True,True,True,True,True,True,True
1770,2008-06-20T00:00:00.000Z,Severe Storm,DR,NE,2008,2008-05-22T00:00:00.000Z,62,1,1,1,1,33.0,0,1560229.95,1320958.06,239271.89,36258650.19,3260544.36,32835593.41,2865034.0,40683914.14,36258650.24,36258650.24,44879.82747211896,215.0,1076.0,90.0,986.0,True,True,True,True,True,True,True
1771,2008-06-24T00:00:00.000Z,Severe Storm,DR,IL,2008,2008-06-01T00:00:00.000Z,25,1,1,1,1,51.0,0,10024142.17,8979826.09,1044316.08,53407870.95,26389243.37,26645847.98,6066205.0,69498218.12,53407871.51,53407871.51,43354.47322517846,360.0,1541.0,140.0,1401.0,True,True,True,True,True,True,True
1772,2008-06-25T00:00:00.000Z,Severe Storm,DR,MN,2008,2008-06-06T00:00:00.000Z,6,0,0,1,1,6.0,0,0.0,0.0,0.0,6361368.91,442756.09,5774481.57,779118.0,7140486.91,6361368.93,6361368.93,23757.129605633803,101.0,355.0,22.0,333.0,True,True,True,True,True,True,True
1773,2008-06-25T00:00:00.000Z,Severe Storm,DR,MO,2008,2008-06-01T00:00:00.000Z,61,1,1,1,1,73.0,0,5367078.69,4930561.66,436517.03,28697245.28,13489800.61,15062995.91,5317199.0,39381522.97,28697245.28,28697245.28,25340.480892983698,284.0,1411.0,78.0,1333.0,True,True,True,True,True,True,True
1774,2008-07-09T00:00:00.000Z,Severe Storm,DR,SD,2008,2008-06-02T00:00:00.000Z,30,0,0,1,1,10.0,0,0.0,0.0,0.0,4716310.17,230693.3,4425946.02,541355.0,5257665.17,4716310.43,4716310.43,8828.9061971831,223.0,710.0,4.0,706.0,True,True,True,True,True,True,True
1775,2008-07-09T00:00:00.000Z,Severe Storm,DR,OK,2008,2008-06-03T00:00:00.000Z,26,0,0,1,1,17.0,0,0.0,0.0,0.0,9638507.73,711874.01,8615701.72,93369.0,9731876.73,9638507.75,9638507.75,22804.470572450806,55.0,559.0,28.0,531.0,True,True,True,False,True,True,False
1776,2008-07-09T00:00:00.000Z,Severe Storm,DR,KS,2008,2008-05-22T00:00:00.000Z,54,0,0,1,1,25.0,0,0.0,0.0,0.0,55300511.2,3442262.9,50898705.78,5908173.0,61208684.2,55300511.2,55300511.2,90367.83656403942,207.0,812.0,88.0,724.0,True,True,True,False,True,True,True
1777,2008-07-14T00:00:00.000Z,Severe Storm,DR,MI,2008,2008-06-06T00:00:00.000Z,12,0,0,1,1,37.0,0,0.0,0.0,0.0,14547910.96,3694972.87,10776393.99,1175154.0,15723064.96,14547910.96,14547910.96,60688.8720062696,112.0,319.0,64.0,255.0,True,True,True,True,True,True,True
1778,2008-07-15T00:00:00.000Z,Severe Storm,DR,VT,2008,2008-06-14T00:00:00.000Z,2,0,0,1,1,3.0,0,0.0,0.0,0.0,1086864.23,10494.54,1070445.67,53071.0,1139935.23,1086864.23,1086864.23,40199.377499999995,6.0,36.0,5.0,31.0,False,True,True,False,False,False,False
1779,2008-07-18T00:00:00.000Z,Severe Storm,DR,NE,2008,2008-06-27T00:00:00.000Z,4,0,0,1,1,0.0,0,0.0,0.0,0.0,12058395.64,4324047.97,7722877.57,1281647.0,13340042.64,12060965.74,12060965.74,189023.94211764706,23.0,85.0,28.0,57.0,True,True,True,True,True,True,True
1780,2008-07-24T00:00:00.000Z,Hurricane,DR,TX,2008,2008-07-22T00:00:00.000Z,16,1,1,1,1,10.0,0,34868169.3,29354250.25,5513919.05,66192238.19,41312387.2,22862265.3,14538117.54,115598525.03,66192135.58,66192239.23,66907.19682515337,125.0,1304.0,178.0,1126.0,True,True,True,True,True,True,True
1781,2008-07-31T00:00:00.000Z,Flood,DR,ID,2008,2008-05-15T00:00:00.000Z,2,0,0,1,1,25.0,0,0.0,0.0,0.0,1655156.5,250629.68,1309133.42,192093.0,1847249.5,1655156.5,1655156.5,44617.760816326525,6.0,49.0,10.0,39.0,True,True,True,True,False,False,True
1782,2008-08-11T00:00:00.000Z,Severe Storm,DR,NH,2008,2008-07-24T00:00:00.000Z,5,0,0,1,1,0.0,0,0.0,0.0,0.0,1269313.62,538789.82,729640.38,206865.0,1476178.62,1269313.6199999999,1269313.6199999999,27739.731475409833,22.0,61.0,3.0,58.0,True,True,True,False,True,True,True
1783,2008-08-14T00:00:00.000Z,Severe Storm,DR,NM,2008,2008-07-26T00:00:00.000Z,2,0,0,1,1,25.0,0,0.0,0.0,0.0,49601279.98,3613882.43,45513338.55,91806.0,49693085.98,49601279.98,49601279.98,434059.34289473685,26.0,152.0,36.0,116.0,True,True,True,True,True,True,True
1784,2008-08-15T00:00:00.000Z,Severe Storm,DR,VT,2008,2008-07-18T00:00:00.000Z,3,0,0,1,1,0.0,0,0.0,0.0,0.0,449482.54,180418.52,264534.22,52815.0,502297.54,450920.11,450920.11,35366.28,7.0,17.0,3.0,14.0,True,True,True,False,False,True,False
1785,2008-08-24T00:00:00.000Z,Severe Storm,DR,FL,2008,2008-08-18T00:00:00.000Z,44,1,1,1,1,25.0,0,19216129.55,17095730.28,2120399.27,98506316.9,40325973.33,54851315.87,15748405.0,133470851.45,98506309.21,98506309.21,69168.87428571428,303.0,1876.0,266.0,1610.0,True,True,True,True,True,True,True
1786,2008-09-02T00:00:00.000Z,Hurricane,DR,LA,2008,2008-09-01T00:00:00.000Z,64,1,1,1,1,10.0,0,216888044.03,165776649.38,51111394.65,710892253.34,514212195.65,153908240.69,189145133.69,1116925431.06,711087962.79,711087962.79,123827.87937320115,775.0,6254.0,1052.0,5202.0,True,True,True,True,True,True,True
1787,2008-09-05T00:00:00.000Z,Severe Storm,DR,NH,2008,2008-07-24T00:00:00.000Z,4,0,0,1,1,21.0,0,0.0,0.0,0.0,3673097.45,208435.76,3459158.78,555038.0,4228135.45,3673097.4499999997,3673097.4499999997,20744.613093220338,43.0,236.0,12.0,224.0,True,True,True,False,True,True,True
1788,2008-09-09T00:00:00.000Z,Severe Storm,DR,ME,2008,2008-07-18T00:00:00.000Z,3,0,0,1,1,29.0,0,0.0,0.0,0.0,2660766.77,115109.71,2544618.23,0.0,2660766.77,2660766.77,2660766.77,20866.720235294117,30.0,170.0,10.0,160.0,True,True,True,True,True,True,True
1789,2008-09-10T00:00:00.000Z,Hurricane,DR,AL,2008,2008-08-29T00:00:00.000Z,2,0,0,1,1,5.0,0,0.0,0.0,0.0,7955261.42,1829034.73,5576907.69,1264949.02,9220210.44,7817931.67,7817931.67,98332.00330188678,30.0,106.0,13.0,93.0,True,True,True,False,True,True,True
1790,2008-09-12T00:00:00.000Z,Severe Storm,DR,VT,2008,2008-07-21T00:00:00.000Z,7,0,0,1,1,22.0,0,0.0,0.0,0.0,4570622.52,191540.21,4339131.55,604887.0,5175509.52,4561537.65,4561537.65,21187.9618815331,60.0,287.0,17.0,270.0,True,True,True,True,True,True,True
1791,2008-09-13T00:00:00.000Z,Hurricane,DR,TX,2008,2008-09-07T00:00:00.000Z,51,1,1,1,1,25.0,0,531895066.34,412587878.82,119307187.52,2226431971.24,1313240844.26,835270942.98,383916059.77,3142243097.35,2226759508.02,2226759508.02,167538.50462055506,989.0,13836.0,2475.0,11361.0,True,True,True,True,True,True,True
1792,2008-09-13T00:00:00.000Z,Hurricane,DR,LA,2008,2008-09-11T00:00:00.000Z,29,1,1,1,1,57.0,0,63878324.09,54137482.22,9740841.87,220637580.3,123311137.83,88386279.47,37080349.27,321596253.65999997,220681375.87,220681375.87,155955.3985994587,221.0,1478.0,330.0,1148.0,True,True,True,True,True,True,True
1793,2008-09-18T00:00:00.000Z,Hurricane,DR,AR,2008,2008-09-02T00:00:00.000Z,18,0,0,1,1,6.0,0,0.0,0.0,0.0,3895660.58,662127.06,3216753.75,608954.0,4504614.58,3892478.31,3892478.31,12003.326388888889,42.0,432.0,15.0,417.0,True,True,True,False,True,True,True
1794,2008-09-22T00:00:00.000Z,Hurricane,DR,MS,2008,2008-08-28T00:00:00.000Z,22,1,1,1,1,11.0,0,7176481.13,5986936.24,1189544.89,24732240.18,14079869.38,9554296.04,2894813.0,34803534.31,24732240.18,24732240.18,77804.20558752997,117.0,417.0,87.0,330.0,True,True,True,True,True,True,True
1795,2008-09-23T00:00:00.000Z,Severe Storm,DR,IN,2008,2008-09-12T00:00:00.000Z,38,1,1,1,1,24.0,0,36905735.96,31083614.42,5822121.54,25003384.15,14164269.43,9883034.52,3249259.0,65158379.11,25003384.93,25003384.93,38824.80914994097,260.0,847.0,118.0,729.0,True,True,True,True,True,True,True
1796,2008-09-26T00:00:00.000Z,Severe Storm,DR,AK,2008,2008-07-27T00:00:00.000Z,4,0,0,1,1,10.0,0,0.0,0.0,0.0,12186818.01,1089112.9,10421346.21,1787687.0,13974505.01,12186818.01,12186818.01,281995.6310526316,10.0,57.0,17.0,40.0,True,True,True,True,True,True,True
1797,2008-09-26T00:00:00.000Z,Severe Storm,DR,AL,2008,2008-09-12T00:00:00.000Z,2,0,0,1,1,2.0,0,0.0,0.0,0.0,5940451.74,1118829.25,4396630.01,1905215.0,7845666.74,5940451.74,5940451.74,235733.1509090909,9.0,33.0,10.0,23.0,True,True,True,False,True,True,True
1798,2008-10-01T00:00:00.000Z,Severe Storm,DR,PR,2009,2008-09-21T00:00:00.000Z,26,1,1,1,1,12.0,0,29999815.09,12559208.69,17440606.4,24304226.68,4346712.06,19496993.33,4813241.0,59117282.769999996,23852674.43,23852674.43,38271.83291215403,38.0,831.0,92.0,739.0,True,True,True,True,True,True,True
1799,2008-10-03T00:00:00.000Z,Severe Storm,DR,NH,2009,2008-09-06T00:00:00.000Z,2,0,0,1,1,1.0,0,0.0,0.0,0.0,823848.76,67615.9,756068.62,319962.0,1143810.76,823848.76,823848.76,14265.066623376622,13.0,77.0,4.0,73.0,True,True,True,True,True,True,False
1800,2008-10-03T00:00:00.000Z,Severe Storm,DR,IL,2009,2008-09-13T00:00:00.000Z,16,1,1,1,1,22.0,0,64635964.92,57513293.79,7122671.13,27884821.59,10219096.54,17488404.91,10859257.12,103380043.63000001,27884821.63,27884821.63,49525.24904127829,293.0,751.0,61.0,690.0,True,True,True,True,True,True,True
1801,2008-10-08T00:00:00.000Z,Severe Storm,DR,NC,2009,2008-09-04T00:00:00.000Z,4,0,0,1,1,11.0,0,0.0,0.0,0.0,4657982.0,1440783.27,3071593.91,466669.0,5124651.0,4657982.0,4657982.0,65532.261063829785,37.0,94.0,15.0,79.0,True,True,True,True,True,True,True
1802,2008-10-09T00:00:00.000Z,Severe Storm,DR,KY,2009,2008-09-12T00:00:00.000Z,35,0,0,1,1,2.0,0,0.0,0.0,0.0,18812748.86,13423088.38,4869890.36,2710679.0,21523427.86,18812748.87,18812748.87,46016.081070110704,228.0,542.0,72.0,470.0,True,True,True,False,True,True,True
1803,2008-10-09T00:00:00.000Z,Severe Storm,DR,OK,2009,2008-09-12T00:00:00.000Z,11,0,0,1,1,7.0,0,0.0,0.0,0.0,6149283.51,62016.6,5923527.91,725370.39,6874653.899999999,6149283.51,6149283.51,21489.352242744062,28.0,379.0,17.0,362.0,True,True,True,False,True,True,True
1804,2008-10-22T00:00:00.000Z,Severe Storm,DR,AR,2009,2008-09-13T00:00:00.000Z,20,0,0,1,1,10.0,0,0.0,0.0,0.0,2543014.21,852550.36,1683452.85,311362.0,2854376.21,2543014.21,2543014.21,31090.095229357798,42.0,109.0,13.0,96.0,True,True,True,True,True,True,True
1805,2008-10-24T00:00:00.000Z,Severe Storm,DR,OH,2009,2008-09-14T00:00:00.000Z,33,0,0,1,1,0.0,0,0.0,0.0,0.0,38841921.56,32124189.94,6349045.86,4713715.0,43555636.56,38841921.56,38841921.56,32653.36615287429,739.0,1583.0,160.0,1423.0,True,True,True,False,True,True,True
1806,2008-10-27T00:00:00.000Z,Hurricane,DR,FL,2009,2008-08-31T00:00:00.000Z,6,0,0,1,1,7.0,0,0.0,0.0,0.0,1107827.99,415990.06,407110.11,3947586.15,5055414.14,1107827.99,1107827.99,92146.31266666666,11.0,15.0,4.0,11.0,False,True,True,False,True,False,True
1807,2008-10-29T00:00:00.000Z,Hurricane,DR,VI,2009,2008-10-14T00:00:00.000Z,3,0,0,1,1,2.0,0,0.0,0.0,0.0,7256252.51,5109636.26,1964392.59,824950.0,8081202.51,7263873.39,7263873.39,79283.88982905983,34.0,117.0,18.0,99.0,True,True,True,False,True,True,True
1808,2008-10-31T00:00:00.000Z,Severe Storm,DR,KS,2009,2008-09-11T00:00:00.000Z,9,0,0,1,1,6.0,0,0.0,0.0,0.0,3364325.1,189696.35,2935586.8,319768.0,3684093.1,3364325.1,3364325.1,20126.39108597285,84.0,221.0,5.0,216.0,True,True,True,False,True,True,True
1809,2008-11-13T00:00:00.000Z,Severe Storm,DR,MO,2009,2008-09-11T00:00:00.000Z,56,1,0,1,1,13.0,0,6869983.55,5100986.2,1768997.35,8529243.13,1331527.78,7090658.85,139569.0,15538795.68,8529244.63,8529244.63,25068.786909492275,157.0,453.0,28.0,425.0,True,True,True,True,True,True,True
1810,2008-11-18T00:00:00.000Z,Fire,DR,CA,2009,2008-11-13T00:00:00.000Z,4,1,0,1,1,15.0,0,3839488.88,3069213.15,770275.73,55930929.34,40263757.18,15594457.47,8166071.75,67936489.97,55930929.31,55930929.31,323041.95064935065,43.0,231.0,69.0,162.0,True,True,True,True,True,True,True
1811,2008-12-12T00:00:00.000Z,Snowstorm,DR,SD,2009,2008-11-05T00:00:00.000Z,17,0,0,1,1,2.0,0,0.0,0.0,0.0,5825275.23,319740.39,5486438.33,1134370.0,6959645.23,5825275.23,5825275.23,146427.69981132075,23.0,53.0,16.0,37.0,False,True,True,False,False,True,False
1812,2009-01-02T00:00:00.000Z,Severe Ice Storm,DR,NH,2009,2008-12-11T00:00:00.000Z,10,0,0,1,1,12.0,0,0.0,0.0,0.0,14898663.36,13271189.98,1620701.65,2232817.0,17131480.36,14893789.42,14893789.42,36233.81031021898,197.0,548.0,65.0,483.0,True,True,True,False,True,True,True
1813,2009-01-05T00:00:00.000Z,Severe Ice Storm,DR,MA,2009,2008-12-11T00:00:00.000Z,7,0,0,1,1,7.0,0,0.0,0.0,0.0,49802008.6,42186959.25,7556237.51,5612828.0,55414836.6,49802008.6,49802008.6,69886.48461052631,247.0,950.0,178.0,772.0,True,True,True,True,True,True,True
1814,2009-01-05T00:00:00.000Z,Flood,DR,HI,2009,2008-12-10T00:00:00.000Z,2,1,0,1,1,6.0,0,3674159.05,2920671.78,753487.27,985503.02,527410.5,361692.68,0.0,4659662.07,985503.02,985503.02,29810.946744186047,22.0,43.0,6.0,37.0,True,True,True,False,True,True,True
1815,2009-01-09T00:00:00.000Z,Severe Storm,DR,ME,2009,2008-12-11T00:00:00.000Z,7,0,0,1,1,18.0,0,0.0,0.0,0.0,9781024.74,9553307.85,198758.02,680052.0,10461076.74,9781024.74,9781024.74,39610.069848024315,150.0,329.0,57.0,272.0,True,True,True,False,True,True,True
1816,2009-01-14T00:00:00.000Z,Severe Ice Storm,DR,VT,2009,2008-12-11T00:00:00.000Z,2,0,0,1,1,7.0,0,0.0,0.0,0.0,1337879.37,1010030.46,321246.91,93590.0,1431469.37,1337879.37,1337879.37,31256.813859649126,22.0,57.0,6.0,51.0,True,True,True,False,True,True,False
1817,2009-01-30T00:00:00.000Z,Flood,DR,WA,2009,2009-01-06T00:00:00.000Z,23,1,0,1,1,10.0,0,9506708.04,8474203.73,1032504.31,52767460.88,10098859.54,39841615.74,10634383.44,72908552.36,52769440.64,52769440.64,36790.86026898734,194.0,1896.0,168.0,1728.0,True,True,True,True,True,True,True
1818,2009-02-05T00:00:00.000Z,Severe Ice Storm,DR,KY,2009,2009-01-26T00:00:00.000Z,103,0,0,1,1,18.0,0,0.0,0.0,0.0,255208480.28,178944080.57,71856578.63,44962054.56,300170534.84000003,255193886.79,255193886.79,151719.31818629647,692.0,2233.0,371.0,1862.0,True,True,True,False,True,True,True
1819,2009-02-06T00:00:00.000Z,Severe Storm,DR,AR,2009,2009-01-26T00:00:00.000Z,30,0,0,1,1,4.0,0,0.0,0.0,0.0,220817573.8,72959754.24,146956946.34,29958447.0,250776020.8,220817573.88,220817573.88,247781.5644781145,270.0,1188.0,245.0,943.0,True,True,True,False,True,True,True
1820,2009-02-15T00:00:00.000Z,Severe Storm,DR,OK,2009,2009-02-10T00:00:00.000Z,5,1,0,1,1,1.0,0,1251943.17,1000815.99,251127.18,729454.15,561493.99,144384.16,300107.0,2281504.32,729454.15,729454.15,38589.8724,10.0,25.0,5.0,20.0,True,True,True,False,True,True,False
1821,2009-02-17T00:00:00.000Z,Severe Ice Storm,DR,TN,2009,2009-01-27T00:00:00.000Z,7,0,0,1,1,4.0,0,0.0,0.0,0.0,6143015.93,2952414.14,3093298.11,532472.0,6675487.93,6143015.93,6143015.93,85876.34936842106,36.0,95.0,25.0,70.0,True,True,True,False,True,True,True
1822,2009-02-17T00:00:00.000Z,Severe Storm,DR,MO,2009,2009-01-26T00:00:00.000Z,21,0,0,1,1,2.0,0,0.0,0.0,0.0,135879596.08,25984585.11,109071876.09,27004063.0,162883659.08,135879596.08,135879596.08,315681.7464111498,193.0,574.0,124.0,450.0,True,True,True,False,True,True,True
1823,2009-02-17T00:00:00.000Z,Severe Storm,DR,OK,2009,2009-01-26T00:00:00.000Z,10,0,0,1,1,2.0,0,0.0,0.0,0.0,9203600.91,3952139.14,5070573.74,964338.0,10167938.91,9203600.91,9203600.91,57375.284366197186,55.0,213.0,26.0,187.0,True,True,True,False,True,True,True
1824,2009-03-02T00:00:00.000Z,Severe Storm,DR,OR,2009,2008-12-13T00:00:00.000Z,10,0,0,1,1,13.0,0,0.0,0.0,0.0,10887118.75,6505428.33,4118092.57,1655323.0,12542441.75,10887118.75,10887118.75,32279.105458612976,112.0,447.0,44.0,403.0,True,True,True,False,True,True,True
1825,2009-03-02T00:00:00.000Z,Severe Storm,DR,WA,2009,2008-12-12T00:00:00.000Z,34,0,0,1,1,24.0,0,0.0,0.0,0.0,26341587.62,12516048.66,12588742.81,5132047.0,31473634.62,26341587.62,26341587.62,32264.12715477294,291.0,1079.0,88.0,991.0,True,True,True,True,True,True,True
1826,2009-03-02T00:00:00.000Z,Severe Storm,DR,IL,2009,2009-01-26T00:00:00.000Z,9,0,0,1,1,2.0,0,0.0,0.0,0.0,11999525.1,5388395.85,6584926.5,164087.0,12163612.1,11999525.1,11999525.1,67193.51306722689,95.0,238.0,46.0,192.0,True,True,True,False,True,True,True
1827,2009-03-04T00:00:00.000Z,Severe Storm,DR,NY,2009,2008-12-11T00:00:00.000Z,9,0,0,1,1,20.0,0,0.0,0.0,0.0,18571978.65,15291436.85,527906.77,1671236.0,20243214.65,18532228.9,18532228.9,18974.469598765434,268.0,1296.0,82.0,1214.0,True,True,True,False,True,True,True
1828,2009-03-05T00:00:00.000Z,Severe Storm,DR,IN,2009,2009-01-26T00:00:00.000Z,21,0,0,1,1,2.0,0,0.0,0.0,0.0,11300288.42,8661935.17,2405710.44,929579.0,12229867.42,11300288.42,11300288.42,63246.84911392405,119.0,237.0,54.0,183.0,True,True,True,False,True,True,True
1829,2009-03-24T00:00:00.000Z,Severe Storm,DR,ND,2009,2009-03-13T00:00:00.000Z,52,1,0,1,1,150.0,0,7862984.44,7434137.3,428847.14,114432778.94,45073912.12,63742668.39,15009211.0,137304974.38,114429518.7,114429518.7,22795.630314331378,293.0,5631.0,272.0,5359.0,True,True,True,True,True,True,True
1830,2009-04-09T00:00:00.000Z,Severe Storm,DR,MN,2009,2009-03-16T00:00:00.000Z,30,1,0,1,1,67.0,0,2440267.06,2321345.07,118921.99,29675993.97,9311835.82,19243999.22,3063408.0,35179669.03,29675994.06,29675994.06,18646.338001902946,579.0,2102.0,89.0,2013.0,True,True,True,True,True,True,True
