disasterNumber,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,paLoadDate,iaLoadDate
1496,,,,1492914.01,575889.64,918931.86,0.0,2026-02-06T00:00:00.000Z,
2435,,,,,,,,,
4333,,,,3186612.99,105558.21,2857673.66,382722.84,2026-05-08T00:00:00.000Z,
1684,,,,10083964.13,1480899.87,8556389.45,1223627.0,2026-02-06T00:00:00.000Z,
1851,,,,8931032.41,3599419.33,5299623.68,1308247.0,2026-02-06T00:00:00.000Z,
1279,,,,48334834.63,3905669.96,43752362.0,11742244.0,2026-02-06T00:00:00.000Z,
2441,,,,,,,,,
4561,,,,789578.8,621289.76,168289.04,0.0,2026-05-08T00:00:00.000Z,
5296,,,,5578134.33,340429.73,,0.0,2026-05-08T00:00:00.000Z,
5268,,,,5515371.89,595724.1,,0.0,2026-05-08T00:00:00.000Z,
4679,,,,4453941.78,553369.52,3538187.39,645334.93,2026-05-08T00:00:00.000Z,
2446,,,,,,,,,
5226,,,,5101910.05,151759.21,,0.0,2026-05-08T00:00:00.000Z,
4876,,,,5345476.69,2202264.02,2292275.21,0.0,2026-05-08T00:00:00.000Z,
4857,,,,995470.92,0.0,995470.92,0.0,2026-05-08T00:00:00.000Z,
4217,4083323.11,2933602.92,1149720.19,11037837.55,746328.98,9881241.35,2548681.35,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4465,,,,63243575.11,21275675.92,37647552.66,13175244.12,2026-05-08T00:00:00.000Z,
4552,,,,8847245.34,650161.68,7458978.27,1814434.85,2026-02-06T00:00:00.000Z,
1750,1345162.7,1061095.33,284067.37,3505637.41,779414.42,2553779.99,932979.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3384,,,,24096375.72,22209801.8,,,2026-05-08T00:00:00.000Z,
4540,,,,72928892.24,634037.97,63852836.31,13056143.5,2026-05-08T00:00:00.000Z,
5256,,,,19615842.13,439485.48,,0.0,2026-02-06T00:00:00.000Z,
1644,1013205.06,934193.09,79011.97,3764478.02,499112.39,3298125.88,85895.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1403,,,,43824367.31,34013640.27,9715546.9,6709061.0,2026-02-06T00:00:00.000Z,
1513,749315.3,493902.39,255412.91,1913550.92,800920.84,1123487.03,161341.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4366,13188507.8,11682124.77,1506383.03,128887472.02,14334938.94,104425188.69,17530245.04,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4199,,,,63953486.55,2189437.49,58892503.06,6692168.5,2026-05-08T00:00:00.000Z,
4348,,,,28454856.85,5105137.23,20383225.62,2572348.73,2026-05-08T00:00:00.000Z,
2468,,,,,,,0.0,,
2469,,,,,,,0.0,,
4689,,,,2303950.83,577470.7,1501342.37,73531.95,2026-05-08T00:00:00.000Z,
1804,,,,2543014.21,852550.36,1683452.85,311362.0,2026-02-06T00:00:00.000Z,
3540,,,,57257519.12,55924413.14,,,2026-05-08T00:00:00.000Z,
4759,3605489.02,3005584.09,599904.93,6250668.9,1493820.21,3734879.57,543742.47,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4864,37167810.68,25641366.47,11526444.21,16778662.68,3790599.86,12052748.76,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1545,411815685.98,192014228.39,219801457.59,685254867.41,381357267.6,296162641.89,102446410.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4631,,,,3322451.54,100749.97,3011701.57,0.0,2026-05-08T00:00:00.000Z,
3603,,,,1216773.76,1216773.76,,,2026-05-08T00:00:00.000Z,
1464,22160601.08,9065299.34,13095301.74,38797058.53,16607328.23,21975368.26,4630711.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4771,,,,2572022.33,456463.88,1840793.19,99644.05,2026-05-08T00:00:00.000Z,
1553,13371728.21,10026877.07,3344851.14,32660678.88,7583634.5,24320631.83,924963.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4681,,,,1060499.18,666795.1,393704.08,0.0,2026-05-08T00:00:00.000Z,
4307,,,,9895668.47,7703647.58,1722196.26,1716229.84,2026-05-08T00:00:00.000Z,
1782,,,,1269313.62,538789.82,729640.38,206865.0,2026-02-06T00:00:00.000Z,
4514,102635519.9,,102635519.9,384894406.97,373345761.85,,23149498.87,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1286,,,,2083481.55,147935.45,1935546.1,621569.0,2026-02-06T00:00:00.000Z,
1837,,,,2643437.02,369934.49,2240380.53,195097.0,2026-02-06T00:00:00.000Z,
4132,,,,3283729.69,165004.16,3109219.01,384030.0,2026-02-06T00:00:00.000Z,
3551,,,,554277.01,509994.29,,,2026-05-08T00:00:00.000Z,
1772,,,,6361368.91,442756.09,5774481.57,779118.0,2026-02-06T00:00:00.000Z,
4600,,,,30859394.53,12148126.17,16686175.44,2812853.2,2026-05-08T00:00:00.000Z,
1568,,,,6016293.51,536676.41,5449185.45,226946.0,2026-02-06T00:00:00.000Z,
4748,,,,4228835.57,1134975.92,2573896.68,0.0,2026-05-08T00:00:00.000Z,
1532,,,,1907631.53,469793.62,1272345.58,122040.0,2026-02-06T00:00:00.000Z,
4490,69661084.71,,69661084.71,1205312078.04,1181806038.21,,21805146.24,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4008,2868196.73,2465840.29,402356.44,2569085.9,570339.25,1875981.61,1262124.23,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4526,9820874.54,,9820874.54,283619773.34,270619361.09,,3893254.53,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2500,,,,,,,0.0,,
2501,,,,,,,0.0,,
2502,,,,,,,0.0,,
2503,,,,,,,0.0,,
2504,,,,,,,0.0,,
2505,,,,,,,0.0,,
2506,,,,,,,0.0,,
2507,,,,,,,0.0,,
2512,,,,,,,0.0,,
3223,,,,2209668.18,2171724.4,,,2026-02-06T00:00:00.000Z,
3148,,,,2032513.93,1820266.98,211883.35,,2026-02-06T00:00:00.000Z,
1952,,,,80864515.33,19696907.87,58651166.89,10122435.51,2026-02-06T00:00:00.000Z,
1797,,,,5940451.74,1118829.25,4396630.01,1905215.0,2026-02-06T00:00:00.000Z,
4720,26216352.56,24457348.27,1759004.29,246437852.56,49502880.19,179711340.1,42391463.66,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4165,,,,46645842.62,34057364.16,12169488.31,8261053.08,2026-02-06T00:00:00.000Z,
4463,,,,6898511.0,1110881.38,5342252.26,1601612.14,2026-05-08T00:00:00.000Z,
1847,5417824.37,5010124.02,407700.35,27072334.75,5608318.67,20995181.77,7114907.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2521,,,,,,,0.0,,
4464,,,,42348403.2,27299724.49,10997803.24,4367458.23,2026-05-08T00:00:00.000Z,
1581,,,,6186990.8,1331484.49,4610216.96,112353.0,2026-02-06T00:00:00.000Z,
1347,,,,5616578.93,1514282.42,3706650.48,1343739.0,2026-02-06T00:00:00.000Z,
3167,,,,1301755.4,1296992.34,,,2026-02-06T00:00:00.000Z,
2470,,,,2312991.73,236754.74,,0.0,2026-02-06T00:00:00.000Z,
2458,,,,1313879.16,32886.63,,,2026-02-06T00:00:00.000Z,
2353,,,,3950133.61,3781834.76,,,2026-02-06T00:00:00.000Z,
4370,,,,18799903.03,335446.56,18310298.3,0.0,2026-05-08T00:00:00.000Z,
4041,,,,5570929.04,4545571.58,825402.46,849612.04,2026-02-06T00:00:00.000Z,
4678,,,,3082243.7,103058.03,2690635.79,610005.09,2026-05-08T00:00:00.000Z,
4640,,,,22394692.68,712529.56,20817784.41,2886769.74,2026-05-08T00:00:00.000Z,
1433,,,,3579584.09,2860877.17,752887.3,624820.0,2026-02-06T00:00:00.000Z,
3252,,,,5854973.22,5855580.73,,,2026-02-06T00:00:00.000Z,
4244,,,,4079526.97,452068.61,3463120.7,130130.29,2026-02-06T00:00:00.000Z,
1302,,,,1875868.51,590763.4,1224126.36,107462.0,2026-02-06T00:00:00.000Z,
2560,,,,213773.41,,,0.0,2026-02-06T00:00:00.000Z,
2472,,,,1749609.61,,,0.0,2026-02-06T00:00:00.000Z,
5436,,,,1472313.08,,,26525.22,2026-02-06T00:00:00.000Z,
4044,,,,3995523.23,710888.98,3284634.25,877302.0,2026-02-06T00:00:00.000Z,
4094,,,,24774756.74,1768739.65,21634237.93,3418580.6,2026-05-08T00:00:00.000Z,
4330,,,,13211305.85,168883.52,11956171.33,1490600.22,2026-05-08T00:00:00.000Z,
1463,8779157.72,4444964.35,4334193.37,19562866.28,7127084.88,12269180.76,1697118.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4719,,,,13282278.42,190575.49,12403137.88,585382.67,2026-05-08T00:00:00.000Z,
4477,,,,4677987.1,270345.25,4045782.22,911047.25,2026-05-08T00:00:00.000Z,
1656,9412548.07,8152005.28,1260542.79,7435852.31,1409408.52,6040207.37,2797299.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2808,,,,189336.74,178270.09,,0.0,2026-02-06T00:00:00.000Z,
2455,,,,1123597.01,26872.45,,,2026-02-06T00:00:00.000Z,
1746,1466605.44,1198433.35,268172.09,4765349.85,1545213.95,2883445.24,2271823.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4537,53542.35,,53542.35,19770412.83,17676756.9,,659587.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5079,,,,5294854.84,165881.8,,0.0,2026-02-06T00:00:00.000Z,
5087,,,,1765492.94,53041.98,,351548.09,2026-02-06T00:00:00.000Z,
4845,,,,8813648.91,7500000.0,1159999.52,0.0,2026-05-08T00:00:00.000Z,
2491,,,,962614.44,,,0.0,2026-02-06T00:00:00.000Z,
4850,,,,61247430.57,7851279.45,51397522.49,469500.0,2026-05-08T00:00:00.000Z,
2556,,,,,,,0.0,,
2557,,,,,,,0.0,,
4061,2522604.92,2267734.49,254870.43,3974478.97,1522105.19,2420589.78,569670.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2714,,,,1115187.66,1656.73,,0.0,2026-02-06T00:00:00.000Z,
2613,,,,86787.54,7695.64,,0.0,2026-02-06T00:00:00.000Z,
1906,4273071.42,3672435.69,600635.73,5648118.08,1734213.42,3693711.26,1874578.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5124,,,,1930296.01,109887.55,,0.0,2026-02-06T00:00:00.000Z,
4580,,,,40665767.18,35013107.98,2226587.62,2773607.51,2026-05-08T00:00:00.000Z,
4677,3383846.2,2942502.97,441343.23,22277351.81,8672426.05,11234805.21,3753642.99,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1461,789831.28,599410.0,190421.28,1910455.43,546004.4,1205199.83,203999.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2924,,,,27127.61,1891.37,,0.0,2026-02-06T00:00:00.000Z,
2954,,,,45660.78,33928.49,,0.0,2026-02-06T00:00:00.000Z,
1445,509173.67,461070.95,48102.72,8721045.16,441657.36,8028649.4,1695298.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3232,,,,1816226.9,1767855.18,,,2026-02-06T00:00:00.000Z,
2518,,,,283185.83,,,0.0,2026-02-06T00:00:00.000Z,
4214,,,,86849488.0,74972437.95,8949654.05,9497556.35,2026-05-08T00:00:00.000Z,
4867,5838956.04,3397479.69,2441476.35,8593523.74,2922406.1,4764798.83,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2577,,,,,,,0.0,,
4836,3729035.59,2104339.73,1624695.86,885875.97,201463.8,587384.54,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4705,,,,85424548.59,50702593.76,25943248.17,7722480.31,2026-05-08T00:00:00.000Z,
2721,,,,4683929.84,148215.6,,0.0,2026-02-06T00:00:00.000Z,
5342,,,,15019.15,15019.15,,0.0,2026-02-06T00:00:00.000Z,
2910,,,,55445.93,,,0.0,2026-02-06T00:00:00.000Z,
3600,,,,33234197.06,32083690.44,,,2026-05-08T00:00:00.000Z,
2675,,,,3584.55,,,0.0,2026-02-06T00:00:00.000Z,
2690,,,,1079834.92,1079834.92,,0.0,2026-02-06T00:00:00.000Z,
5104,,,,25623646.64,31363.86,,21540.47,2026-02-06T00:00:00.000Z,
2313,,,,1829514.81,1829514.81,,,2026-02-06T00:00:00.000Z,
2331,,,,35147.55,35147.55,,,2026-02-06T00:00:00.000Z,
2418,,,,68955.63,2936.71,22500.0,,2026-02-06T00:00:00.000Z,
5344,,,,2880445.9,,,0.0,2026-02-06T00:00:00.000Z,
2591,,,,,,,0.0,,
4735,,,,14606351.99,1842873.41,11857679.89,0.0,2026-05-08T00:00:00.000Z,
2593,,,,,,,0.0,,
5244,,,,18219107.47,166069.16,,0.0,2026-05-08T00:00:00.000Z,
5317,,,,4453336.64,,,2037437.37,2026-02-06T00:00:00.000Z,
2596,,,,,,,0.0,,
2597,,,,,,,0.0,,
2598,,,,,,,0.0,,
2599,,,,,,,0.0,,
2935,,,,3173061.92,,,0.0,2026-02-06T00:00:00.000Z,
2601,,,,,,,0.0,,
2602,,,,,,,0.0,,
2603,,,,,,,0.0,,
2604,,,,,,,0.0,,
2605,,,,,,,0.0,,
2606,,,,,,,0.0,,
2607,,,,,,,0.0,,
2608,,,,,,,0.0,,
2609,,,,,,,0.0,,
2610,,,,,,,0.0,,
2611,,,,,,,0.0,,
2612,,,,,,,0.0,,
2638,,,,1882678.75,,,0.0,2026-02-06T00:00:00.000Z,
2614,,,,,,,0.0,,
2615,,,,,,,0.0,,
2616,,,,,,,0.0,,
2617,,,,,,,0.0,,
2618,,,,,,,0.0,,
2619,,,,,,,0.0,,
2620,,,,,,,0.0,,
2621,,,,,,,0.0,,
2622,,,,,,,0.0,,
2623,,,,,,,0.0,,
2624,,,,,,,0.0,,
2625,,,,,,,0.0,,
2626,,,,,,,0.0,,
2627,,,,,,,0.0,,
2628,,,,,,,0.0,,
2629,,,,,,,0.0,,
2630,,,,,,,0.0,,
2705,,,,83718.03,,,0.0,2026-02-06T00:00:00.000Z,
2632,,,,,,,0.0,,
5352,,,,12172.82,12172.82,,0.0,2026-05-08T00:00:00.000Z,
2741,,,,58525.77,,,0.0,2026-02-06T00:00:00.000Z,
4766,13000478.57,12613412.25,387066.32,4855781.74,660794.86,3757753.94,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5291,,,,87622.82,-228729.46,,0.0,2026-05-08T00:00:00.000Z,
2637,,,,,,,0.0,,
4021,176786317.62,162548238.97,14238078.65,122651525.59,61673820.17,57156658.82,34929457.75,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5375,,,,1683429.35,,,0.0,2026-02-06T00:00:00.000Z,
4862,,,,3437232.91,1099467.95,1715934.85,0.0,2026-05-08T00:00:00.000Z,
5272,,,,665424.5,,,0.0,2026-02-06T00:00:00.000Z,
4891,,,,414605.86,,25924.33,0.0,2026-05-08T00:00:00.000Z,
5299,,,,392089.1,23703.83,,0.0,2026-05-08T00:00:00.000Z,
4482,249447753.65,,249447753.65,14750987726.38,14439982750.83,,77111055.05,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4848,,,,10247512.62,1116207.39,8137667.94,79049.85,2026-05-08T00:00:00.000Z,
4550,,,,15800392.4,2563454.73,12261732.57,877287.93,2026-05-08T00:00:00.000Z,
4509,10917236.02,,10917236.02,206675343.03,195814026.06,,11022339.67,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1616,,,,1990803.15,732682.59,1200401.24,111586.0,2026-02-06T00:00:00.000Z,
4084,,,,17828372.01,5179503.38,10786875.5,3444360.76,2026-05-08T00:00:00.000Z,
1480,,,,3891329.31,432930.23,3452546.54,245527.0,2026-02-06T00:00:00.000Z,
1737,,,,28052065.58,6899645.98,20569367.2,4620556.0,2026-02-06T00:00:00.000Z,
4728,326750876.63,285319706.77,41431169.86,24706004.41,9897210.24,12637069.41,737529.16,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4683,61173467.31,57391667.46,3781799.85,403653940.09,233047720.07,159922791.61,28645271.3,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1910,,,,59386940.85,55541372.77,3798837.29,5042587.0,2026-02-06T00:00:00.000Z,
3191,,,,35683865.83,35662121.08,,,2026-02-06T00:00:00.000Z,
4017,33464676.55,15360258.73,18104417.82,55113218.14,12579155.93,41210213.97,9668782.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4101,3399662.3,2464696.46,934965.84,4461112.39,2817723.86,1493370.53,812102.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4099,,,,12666844.02,9670931.96,2713256.33,1641227.0,2026-02-06T00:00:00.000Z,
1441,1880461.2,741924.97,1138536.23,3202892.95,1353453.47,1716011.76,599700.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4336,12950283.16,11123995.93,1826287.23,9232560.71,8635229.41,,4321113.98,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4458,,,,49630000.22,35084016.52,9980619.2,1639577.8,2026-05-08T00:00:00.000Z,
4722,,,,10752610.0,961134.72,8824505.35,1343280.97,2026-05-08T00:00:00.000Z,
4620,,,,5109251.27,131108.35,4786933.89,2007011.46,2026-05-08T00:00:00.000Z,
4433,,,,701119.22,475501.16,169328.22,146376.8,2026-05-08T00:00:00.000Z,
4296,,,,14370133.29,3712375.64,10221663.65,293370.04,2026-05-08T00:00:00.000Z,
5187,,,,84466.35,1987.59,,0.0,2026-05-08T00:00:00.000Z,
4736,,,,3786643.42,139931.71,3248162.74,165439.3,2026-05-08T00:00:00.000Z,
1482,20592021.41,5813443.59,14778577.82,35430275.15,13078927.79,22317471.37,2920980.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4802,,,,195750.0,,195750.0,0.0,2026-05-08T00:00:00.000Z,
4794,9748189.06,4389625.74,5358563.32,31377246.23,20867073.23,7566640.75,1139655.58,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4356,,,,5126898.02,1035633.62,3671058.7,76252.74,2026-02-06T00:00:00.000Z,
4858,,,,3350361.96,155294.66,2492765.91,0.0,2026-05-08T00:00:00.000Z,
4211,,,,34509703.44,17059885.26,17394652.78,3599442.14,2026-02-06T00:00:00.000Z,
4806,63349714.7,31102190.43,32247524.27,165534567.67,129838429.27,25515335.77,3472264.28,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4656,,,,11389609.34,3052539.45,7812985.56,4093280.97,2026-05-08T00:00:00.000Z,
1953,,,,1600455.83,158889.17,1438208.97,193119.0,2026-02-06T00:00:00.000Z,
1812,,,,14898663.36,13271189.98,1620701.65,2232817.0,2026-02-06T00:00:00.000Z,
4625,,,,119577882.3,8125306.13,99002650.4,15193437.54,2026-05-08T00:00:00.000Z,
4203,,,,5206761.6,1806461.46,3400300.14,42501.12,2026-05-08T00:00:00.000Z,
4747,,,,10451155.06,3031623.86,6926736.45,487166.56,2026-05-08T00:00:00.000Z,
1489,,,,973986.52,58721.15,933375.05,59829.0,2026-02-06T00:00:00.000Z,
4381,,,,33838679.97,2961232.28,27707051.05,4124236.71,2026-05-08T00:00:00.000Z,
4378,,,,1941675.62,233032.34,1636968.93,138255.89,2026-05-08T00:00:00.000Z,
3543,,,,5900544.46,5625371.01,,,2026-05-08T00:00:00.000Z,
4452,,,,11037052.59,451105.81,9115695.38,451859.58,2026-05-08T00:00:00.000Z,
3507,,,,1001211.19,998989.19,,,2026-05-08T00:00:00.000Z,
5515,,,,53048.77,3487.26,,0.0,2026-05-08T00:00:00.000Z,
2695,,,,,,,0.0,,
5301,,,,114889.04,29675.32,,0.0,2026-05-08T00:00:00.000Z,
3179,,,,19129047.38,19109788.41,,,2026-02-06T00:00:00.000Z,
1531,,,,1058536.53,61083.53,988894.23,78492.0,2026-02-06T00:00:00.000Z,
1438,,,,2745985.95,1232950.3,1488362.08,716877.0,2026-02-06T00:00:00.000Z,
1613,,,,11822936.68,3246580.74,8117140.1,622180.0,2026-02-06T00:00:00.000Z,
1562,,,,1681016.32,44273.78,1609629.69,101251.0,2026-02-06T00:00:00.000Z,
2555,,,,2018946.0,16947.59,,0.0,2026-02-06T00:00:00.000Z,
2396,,,,2272904.0,117286.77,,,2026-02-06T00:00:00.000Z,
4082,,,,6640827.34,1449274.89,4980535.45,960197.0,2026-02-06T00:00:00.000Z,
4800,,,,5770860.77,415807.16,4958068.38,140078.7,2026-05-08T00:00:00.000Z,
4843,22903124.92,12949435.29,9953689.63,77370225.52,6469851.83,68344427.22,449980.58,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1557,86766316.64,58004959.82,28761356.82,85266594.98,11140881.68,74104765.3,9768599.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1693,1996983.07,1834542.4,162440.67,25954650.36,3758315.1,22212449.16,2554032.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2709,,,,,,,0.0,,
5147,,,,4430611.64,1629465.58,,0.0,2026-02-06T00:00:00.000Z,
1492,33051507.87,23148436.23,9903071.64,40676530.89,24147326.33,16345973.0,5339719.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4653,,,,8762169.86,8305311.85,37494.7,0.0,2026-05-08T00:00:00.000Z,
4129,,,,68726140.27,12383680.54,51965001.17,1345157.76,2026-05-08T00:00:00.000Z,
4360,,,,63519160.74,2509492.93,58776309.98,12070562.36,2026-05-08T00:00:00.000Z,
2307,,,,263418.75,263418.75,,,2026-02-06T00:00:00.000Z,
1971,77097372.06,57302364.2,19795007.86,201042382.97,127136287.57,67088089.24,63346282.14,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2465,,,,6525247.5,34199.43,,,2026-02-06T00:00:00.000Z,
4574,,,,41458205.72,26780001.93,10729195.62,5220859.17,2026-05-08T00:00:00.000Z,
4420,27279186.25,24356998.74,2922187.51,529591106.56,50273393.4,444081855.24,38905824.97,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4534,10616929.18,,10616929.18,211485435.58,211214180.89,,1483398.22,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4531,37357961.48,,37357961.48,564792156.14,560579794.31,,15288527.33,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1783,,,,49601279.98,3613882.43,45513338.55,91806.0,2026-05-08T00:00:00.000Z,
5199,,,,3202093.02,140465.3,,0.0,2026-02-06T00:00:00.000Z,
4352,,,,14430450.53,29670.68,13929186.82,0.0,2026-02-06T00:00:00.000Z,
4750,,,,33108361.61,9578935.26,18180950.13,1398548.06,2026-05-08T00:00:00.000Z,
2798,,,,111281.33,,,0.0,2026-02-06T00:00:00.000Z,
1925,10602928.54,9705873.5,897055.04,5930565.92,1577960.8,4144901.42,2821027.04,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2691,,,,1216511.92,185593.25,,0.0,2026-02-06T00:00:00.000Z,
4405,,,,1648424.91,421455.69,1169974.72,6957.72,2026-02-06T00:00:00.000Z,
2730,,,,,,,0.0,,
3231,,,,2008550.19,1959623.64,,,2026-02-06T00:00:00.000Z,
2732,,,,,,,0.0,,
2733,,,,,,,0.0,,
2734,,,,,,,0.0,,
2735,,,,,,,0.0,,
2736,,,,,,,0.0,,
2737,,,,,,,0.0,,
2738,,,,,,,0.0,,
2739,,,,,,,0.0,,
4594,,,,16390665.67,2829590.01,12741493.27,1473841.78,2026-05-08T00:00:00.000Z,
5345,,,,1016846.58,,,0.0,2026-02-06T00:00:00.000Z,
3389,,,,585571.92,538731.49,,,2026-02-06T00:00:00.000Z,
5107,,,,2423995.63,35441.35,,14435.4,2026-02-06T00:00:00.000Z,
2942,,,,24833.31,306.9,,0.0,2026-02-06T00:00:00.000Z,
4710,,,,12189470.9,1900495.72,9485634.34,0.0,2026-05-08T00:00:00.000Z,
5064,,,,40562.99,1689.23,,0.0,2026-02-06T00:00:00.000Z,
2487,,,,2760052.0,8771.79,,0.0,2026-02-06T00:00:00.000Z,
2970,,,,2987859.48,13531.76,,0.0,2026-02-06T00:00:00.000Z,
2516,,,,4692754.0,51489.86,,0.0,2026-02-06T00:00:00.000Z,
5102,,,,5569206.78,26485.11,,134573.0,2026-02-06T00:00:00.000Z,
1455,5431111.2,4371300.36,1059810.84,9335774.41,4245056.75,5200730.17,813465.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3226,,,,1929990.02,1929990.02,,,2026-02-06T00:00:00.000Z,
5189,,,,10485728.34,416740.98,,13715937.78,2026-02-06T00:00:00.000Z,
5034,,,,2493847.84,57954.89,,0.0,2026-02-06T00:00:00.000Z,
4755,,,,11506172.01,4240496.76,6789415.36,2673103.09,2026-05-08T00:00:00.000Z,
2760,,,,,,,0.0,,
4770,,,,4466206.14,314483.02,4065538.97,39295.67,2026-05-08T00:00:00.000Z,
4812,,,,6341293.41,45472.74,5638917.25,62343.43,2026-05-08T00:00:00.000Z,
1454,9369739.03,6856715.41,2513023.62,36424884.27,17183377.43,19144277.15,2388516.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2875,,,,904314.17,896788.89,,0.0,2026-02-06T00:00:00.000Z,
1687,1669966.27,1176166.5,493799.77,10437817.83,3032359.16,7388636.85,1560380.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4660,,,,73420589.6,3988523.59,60786443.63,7585922.74,2026-05-08T00:00:00.000Z,
4637,1308764.73,1093254.76,215509.97,19055469.18,7365912.3,10702169.12,849982.67,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4696,,,,4969297.09,689955.11,3762228.18,774024.86,2026-05-08T00:00:00.000Z,
4350,,,,10259651.28,4784673.27,4810083.83,237929.11,2026-05-08T00:00:00.000Z,
4327,,,,4294224.8,202610.74,3894616.8,750369.99,2026-05-08T00:00:00.000Z,
4410,,,,3246588.24,37890.71,3154747.12,506131.0,2026-05-08T00:00:00.000Z,
2873,,,,1274396.82,20994.41,,0.0,2026-02-06T00:00:00.000Z,
5537,,,,30441.02,20680.36,,0.0,2026-02-06T00:00:00.000Z,
4000,1754570.75,1421006.46,333564.29,2663059.78,938126.84,1700712.97,68035.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2775,,,,,,,0.0,,
2330,,,,717000.55,717000.55,,,2026-02-06T00:00:00.000Z,
1704,,,,592556.62,57543.51,547536.61,31532.0,2026-02-06T00:00:00.000Z,
2762,,,,2175243.15,,,0.0,2026-02-06T00:00:00.000Z,
2582,,,,176293.0,,,0.0,2026-02-06T00:00:00.000Z,
2780,,,,,,,0.0,,
2781,,,,,,,0.0,,
2782,,,,,,,0.0,,
5100,,,,5975698.54,61303.81,,238444.48,2026-02-06T00:00:00.000Z,
5061,,,,9760200.98,34444.84,,0.0,2026-02-06T00:00:00.000Z,
2357,,,,880498.85,880498.85,,,2026-02-06T00:00:00.000Z,
2927,,,,1129647.45,97300.8,,0.0,2026-02-06T00:00:00.000Z,
2398,,,,739292.95,739292.95,,,2026-02-06T00:00:00.000Z,
2325,,,,185207.38,185207.38,,,2026-02-06T00:00:00.000Z,
4654,,,,19424716.84,,19062246.71,665331.02,2026-05-08T00:00:00.000Z,
2790,,,,,,,0.0,,
2791,,,,,,,0.0,,
